ekatte_code,settlement_name_bg,settlement_name_en,settlement_type,oblast_code,oblast_name_bg,obshtina_name_bg,nuts3_code
36628,Катранджии,Katrandzhii,село,GAB,Габрово,Дряново,BG322
36631,Катраница,Katranitsa,село,SML,Смолян,Смолян,BG424
36659,Катрище,Katrishte,село,KNL,Кюстендил,Кюстендил,BG415
36662,Катунец,Katunets,село,LOV,Ловеч,Угърчин,BG315
36676,Катуница,Katunitsa,село,PDV,Пловдив,Садово,BG421
36681,Катунище,Katunishte,село,SLV,Сливен,Котел,BG342
36693,Катунци,Katuntsi,село,BLG,Благоевград,Сандански,BG413
36703,Кацелово,Katselovo,село,RSE,Русе,Две могили,BG323
36717,Качулка,Kachulka,село,KRZ,Кърджали,Крумовград,BG425
36720,Кашенци,Kashentsi,село,GAB,Габрово,Трявна,BG322
36734,Кашина,Kashina,село,BLG,Благоевград,Сандански,BG413
36748,Каялоба,Kayaloba,село,KRZ,Кърджали,Кирково,BG425
36751,Керека,Kereka,село,GAB,Габрово,Дряново,BG322
36765,Керените,Kerenite,село,GAB,Габрово,Трявна,BG322
36779,Кермен,Kermen,град,SLV,Сливен,Сливен,BG342
36782,Кесарево,Kesarevo,село,VTR,Велико Търново,Стражица,BG321
36796,Кестен,Kesten,село,SML,Смолян,Девин,BG424
36806,Кестеново,Kestenovo,село,TGV,Търговище,Омуртаг,BG334
36823,Киевци,Kievtsi,село,GAB,Габрово,Габрово,BG322
36837,Килифарево,Kilifarevo,град,VTR,Велико Търново,Велико Търново,BG321
36854,Кипилово,Kipilovo,село,SLV,Сливен,Котел,BG342
36868,Кипра,Kipra,село,VAR,Варна,Девня,BG331
36871,Киревци,Kirevtsi,село,VTR,Велико Търново,Елена,BG321
36885,Киреево,Kireevo,село,VID,Видин,Макреш,BG311
36899,Кирилово,Kirilovo,село,SZR,Стара Загора,Стара Загора,BG344
36909,Кирилово,Kirilovo,село,JAM,Ямбол,Елхово,BG343
36926,Кирково,Kirkovo,село,KRZ,Кърджали,Кирково,BG425
36938,Кирово,Kirovo,село,BGS,Бургас,Средец,BG341
36943,Кирчево,Kirchevo,село,LOV,Ловеч,Угърчин,BG315
36957,Киселево,Kiselevo,село,MON,Монтана,Брусарци,BG312
36960,Киселица,Kiselitsa,село,KNL,Кюстендил,Трекляно,BG415
36974,Киселчово,Kiselchovo,село,SML,Смолян,Смолян,BG424
36988,Киселковци,Kiselkovtsi,село,GAB,Габрово,Трявна,BG322
36991,Кисийците,Kisiytsite,село,GAB,Габрово,Трявна,BG322
37006,Кисьовци,Kisyovtsi,село,VTR,Велико Търново,Велико Търново,BG321
37010,Китанчево,Kitanchevo,село,RAZ,Разград,Исперих,BG324
37023,Китен,Kiten,град,BGS,Бургас,Приморско,BG341
37037,Китен,Kiten,село,VAR,Варна,Провадия,BG331
37040,Китино,Kitino,село,TGV,Търговище,Антоново,BG334
37068,Китка,Kitka,село,VAR,Варна,Аврен,BG331
37071,Китна,Kitna,село,KRZ,Кърджали,Кирково,BG425
37085,Китница,Kitnitsa,село,KRZ,Кърджали,Ардино,BG425
37099,Кичево,Kichevo,село,VAR,Варна,Аксаково,BG331
37109,Киченица,Kichenitsa,село,RAZ,Разград,Разград,BG324
37126,Кладенец,Kladenets,село,HKV,Хасково,Стамболово,BG422
37135,Кладенец,Kladenets,село,SHU,Шумен,Шумен,BG333
37143,Кладенци,Kladentsi,село,BLG,Благоевград,Петрич,BG413
37157,Кладенци,Kladentsi,село,DOB,Добрич,Тервел,BG332
37160,Кладни дял,Kladni dyal,село,VTR,Велико Търново,Велико Търново,BG321
37174,Кладница,Kladnitsa,село,PER,Перник,Перник,BG414
37188,Кладоруб,Kladorub,село,VID,Видин,Димово,BG311
37191,Клепало,Klepalo,село,BLG,Благоевград,Струмяни,BG413
37201,Кликач,Klikach,село,BGS,Бургас,Карнобат,BG341
37215,Климаш,Klimash,село,BGS,Бургас,Сунгурларе,BG341
37229,Климент,Kliment,село,PDV,Пловдив,Карлово,BG421
37232,Климент,Kliment,село,SHU,Шумен,Каолиново,BG333
37246,Климентово,Klimentovo,село,VAR,Варна,Аксаково,BG331
37263,Клисура,Klisura,село,BLG,Благоевград,Благоевград,BG413
37277,Клисура,Klisura,град,PDV,Пловдив,Карлово,BG421
37280,Клисура,Klisura,село,SOF,София (столица),Столична,BG411
37294,Клисура,Klisura,село,SFO,София,Самоков,BG412
37304,Клисурица,Klisuritsa,село,MON,Монтана,Монтана,BG312
37318,Клисурски манастир,Klisurski manastir,манастир,MON,Монтана,Вършец,BG312
37321,Клокотница,Klokotnitsa,село,HKV,Хасково,Хасково,BG422
37335,Клъшка река,Klashka reka,село,VTR,Велико Търново,Велико Търново,BG321
37349,Ключ,Klyuch,село,BLG,Благоевград,Петрич,BG413
37352,Кметовци,Kmetovtsi,село,GAB,Габрово,Габрово,BG322
37366,Кметчета,Kmetcheta,село,GAB,Габрово,Габрово,BG322
37376,Кнежа,Knezha,град,PVN,Плевен,Кнежа,BG314
37383,Книжовник,Knizhovnik,село,HKV,Хасково,Хасково,BG422
37397,Княжева махала,Knyazheva mahala,село,MON,Монтана,Брусарци,BG312
37407,Княжево,Knyazhevo,село,HKV,Хасково,Тополовград,BG422
37410,Кобилино,Kobilino,село,HKV,Хасково,Ивайловград,BG422
37424,Кобиляк,Kobilyak,село,MON,Монтана,Бойчиновци,BG312
37438,Кобиляне,Kobilyane,село,KRZ,Кърджали,Кърджали,BG425
37455,Ковач,Kovach,село,SZR,Стара Загора,Раднево,BG344
37469,Ковачевец,Kovachevets,село,TGV,Търговище,Попово,BG334
37472,Ковачевица,Kovachevitsa,село,BLG,Благоевград,Гърмен,BG413
37486,Ковачево,Kovachevo,село,BLG,Благоевград,Сандански,BG413
37491,Ковачево,Kovachevo,село,PAZ,Пазарджик,Септември,BG423
37507,Ковачево,Kovachevo,село,SZR,Стара Загора,Раднево,BG344
37513,Ковачевци,Kovachevtsi,село,PER,Перник,Ковачевци,BG414
37527,Ковачевци,Kovachevtsi,село,SFO,София,Самоков,BG412
37530,Ковачите,Kovachite,село,SLV,Сливен,Сливен,BG342
37544,Ковачица,Kovachitsa,село,MON,Монтана,Лом,BG312
37558,Ковил,Kovil,село,KRZ,Кърджали,Крумовград,BG425
37561,Коевци,Koevtsi,село,VTR,Велико Търново,Сухиндол,BG321
37575,Коевци,Koevtsi,село,GAB,Габрово,Трявна,BG322
37592,Кожари,Kozhari,село,SML,Смолян,Борино,BG424
37602,Кожинци,Kozhintsi,село,PER,Перник,Трън,BG414
37616,Кожлювци,Kozhlyuvtsi,село,VTR,Велико Търново,Елена,BG321
37622,Кожухарци,Kozhuhartsi,село,KRZ,Кърджали,Крумовград,BG425
37633,Козаново,Kozanovo,село,PDV,Пловдив,Асеновград,BG421
37647,Козар Белене,Kozar Belene,село,PVN,Плевен,Левски,BG314
37650,Козаре,Kozare,село,BGS,Бургас,Карнобат,BG341
37664,Козаревец,Kozarevets,село,VTR,Велико Търново,Лясковец,BG321
37678,Козаревец,Kozarevets,село,SZR,Стара Загора,Стара Загора,BG344
37681,Козарево,Kozarevo,село,JAM,Ямбол,Тунджа,BG343
37695,Козарка,Kozarka,село,SML,Смолян,Неделино,BG424
37705,Козарско,Kozarsko,село,PAZ,Пазарджик,Брацигово,BG423
37722,Кози рог,Kozi rog,село,GAB,Габрово,Габрово,BG322
37736,Козица,Kozitsa,село,KRZ,Кърджали,Джебел,BG425
37748,Козица,Kozitsa,село,TGV,Търговище,Попово,BG334
37753,Козичино,Kozichino,село,BGS,Бургас,Поморие,BG341
37767,Козлево,Kozlevo,село,KRZ,Кърджали,Кирково,BG425
37770,Козлец,Kozlets,село,HKV,Хасково,Хасково,BG422
37784,Козловец,Kozlovets,село,VTR,Велико Търново,Свищов,BG321
37798,Козлодуй,Kozloduy,град,VRC,Враца,Козлодуй,BG313
37808,Козлодуйци,Kozloduytsi,село,DOB,Добрич,Добрич-селска,BG332
37811,Козма презвитер,Kozma prezviter,село,TGV,Търговище,Омуртаг,BG334
37825,Козница,Koznitsa,село,BGS,Бургас,Несебър,BG341
37839,Козяк,Kozyak,село,SLS,Силистра,Дулово,BG325
37842,Козя река,Kozya reka,село,VTR,Велико Търново,Елена,BG321
37856,Коиловци,Koilovtsi,село,PVN,Плевен,Плевен,BG314
37863,Койнаре,Koynare,град,PVN,Плевен,Червен бряг,BG314
37890,Койчовци,Koychovtsi,село,GAB,Габрово,Трявна,BG322
37914,Кокаляне,Kokalyane,село,SOF,София (столица),Столична,BG411
37928,Кокиче,Kokiche,село,KRZ,Кърджали,Кърджали,BG425
37945,Кокорово,Kokorovo,село,SML,Смолян,Смолян,BG424
37959,Кокорци,Kokortsi,село,SML,Смолян,Рудозем,BG424
37962,Кокошане,Kokoshane,село,KRZ,Кърджали,Кърджали,BG425
37976,Колари,Kolari,село,VTR,Велико Търново,Елена,BG321
37989,Коларово,Kolarovo,село,BLG,Благоевград,Петрич,BG413
37993,Коларово,Kolarovo,село,SLS,Силистра,Главиница,BG325
38008,Коларово,Kolarovo,село,SZR,Стара Загора,Раднево,BG344
38011,Коларово,Kolarovo,село,HKV,Хасково,Харманли,BG422
38025,Коларци,Kolartsi,село,DOB,Добрич,Тервел,BG332
38039,Колена,Kolena,село,SZR,Стара Загора,Стара Загора,BG344
38042,Колец,Kolets,село,HKV,Хасково,Минерални бани,BG422
38056,Колибите,Kolibite,село,BLG,Благоевград,Струмяни,BG413
38060,Колишовци,Kolishovtsi,село,GAB,Габрово,Габрово,BG322
38073,Колобър,Kolobar,село,SLS,Силистра,Дулово,BG325
38090,Колю Ганев,Kolyu Ganev,село,GAB,Габрово,Трявна,BG322
38100,Колю Мариново,Kolyu Marinovo,село,SZR,Стара Загора,Братя Даскалови,BG344
38114,Комарево,Komarevo,село,VAR,Варна,Провадия,BG331
38128,Комарево,Komarevo,село,VRC,Враца,Бяла Слатина,BG313
38131,Комарево,Komarevo,село,MON,Монтана,Берковица,BG312
38145,Комарево,Komarevo,село,PVN,Плевен,Долна Митрополия,BG314
38159,Комощица,Komoshtitsa,село,MON,Монтана,Якимово,BG312
38162,Комунари,Komunari,село,VAR,Варна,Дългопол,BG331
38176,Комунига,Komuniga,село,KRZ,Кърджали,Черноочене,BG425
38186,Комщица,Komshtitsa,село,SFO,София,Годеч,BG412
38193,Конак,Konak,село,TGV,Търговище,Попово,BG334
38203,Конаре,Konare,село,SZR,Стара Загора,Гурково,BG344
38217,Конаре,Konare,село,DOB,Добрич,Генерал Тошево,BG332
38220,Конарско,Konarsko,село,BLG,Благоевград,Якоруда,BG413
38234,Конарското,Konarskoto,село,GAB,Габрово,Трявна,BG322
38248,Кондово,Kondovo,село,HKV,Хасково,Ивайловград,BG422
38251,Кондолово,Kondolovo,село,BGS,Бургас,Царево,BG341
38265,Кондофрей,Kondofrey,село,PER,Перник,Радомир,BG414
38279,Коневец,Konevets,село,JAM,Ямбол,Тунджа,BG343
38282,Конево,Konevo,село,KRZ,Кърджали,Кърджали,BG425
38296,Конево,Konevo,село,RAZ,Разград,Исперих,BG324
38306,Конево,Konevo,село,SHU,Шумен,Върбица,BG333
38317,Конници,Konnitsi,село,HKV,Хасково,Ивайловград,BG422
38323,Коноп,Konop,село,TGV,Търговище,Антоново,BG334
38337,Константин,Konstantin,село,VTR,Велико Търново,Елена,BG321
38340,Константиновец,Konstantinovets,село,SZR,Стара Загора,Раднево,BG344
38354,Константиново,Konstantinovo,село,VAR,Варна,Варна,BG331
38368,Константиново,Konstantinovo,село,HKV,Хасково,Симеоновград,BG422
38371,Контил,Kontil,село,KRZ,Кърджали,Джебел,BG425
38385,Конуш,Konush,село,PDV,Пловдив,Асеновград,BG421
38399,Конуш,Konush,село,HKV,Хасково,Хасково,BG422
38409,Конче,Konche,село,KRZ,Кърджали,Момчилград,BG425
38426,Коньово,Konyovo,село,SLV,Сливен,Нова Загора,BG342
38432,Коняво,Konyavo,село,KNL,Кюстендил,Кюстендил,BG415
38460,Копаница,Kopanitsa,село,PER,Перник,Радомир,BG414
38474,Копиловци,Kopilovtsi,село,KNL,Кюстендил,Кюстендил,BG415
38488,Копиловци,Kopilovtsi,село,MON,Монтана,Георги Дамяново,BG312
38491,Копитник,Kopitnik,село,KRZ,Кърджали,Черноочене,BG425
38501,Копрец,Koprets,село,TGV,Търговище,Търговище,BG334
38515,Коприва,Kopriva,село,KNL,Кюстендил,Кюстендил,BG415
38529,Копривец,Koprivets,село,RSE,Русе,Бяла,BG323
38532,Копривлен,Koprivlen,село,BLG,Благоевград,Хаджидимово,BG413
38558,Копривщица,Koprivshtitsa,град,SFO,София,Копривщица,BG412
38563,Копринка,Koprinka,село,SZR,Стара Загора,Казанлък,BG344
38577,Копчелиите,Kopcheliite,село,GAB,Габрово,Габрово,BG322
38580,Корен,Koren,село,HKV,Хасково,Хасково,BG422
38594,Кориите,Koriite,село,SML,Смолян,Мадан,BG424
38604,Коритата,Koritata,село,SML,Смолян,Рудозем,BG424
38618,Коритен,Koriten,село,DOB,Добрич,Крушари,BG332
38621,Корията,Koriyata,село,GAB,Габрово,Севлиево,BG322
38635,Коркина,Korkina,село,KNL,Кюстендил,Бобов дол,BG415
38652,Кормянско,Kormyansko,село,GAB,Габрово,Севлиево,BG322
38666,Корница,Kornitsa,село,BLG,Благоевград,Гоце Делчев,BG413
38683,Кортен,Korten,село,SLV,Сливен,Нова Загора,BG342
38697,Кос,Kos,село,KRZ,Кърджали,Момчилград,BG425
38707,Косара,Kosara,село,SLS,Силистра,Главиница,BG325
38710,Косарка,Kosarka,село,GAB,Габрово,Дряново,BG322
38724,Косача,Kosacha,село,PER,Перник,Ковачевци,BG414
38738,Косевци,Kosevtsi,село,VTR,Велико Търново,Елена,BG321
38741,Косилка,Kosilka,село,GAB,Габрово,Дряново,BG322
38769,Косовец,Kosovets,село,BGS,Бургас,Поморие,BG341
38772,Косово,Kosovo,село,VID,Видин,Брегово,BG311
38786,Косово,Kosovo,село,KNL,Кюстендил,Трекляно,BG415
38799,Косово,Kosovo,село,PDV,Пловдив,Асеновград,BG421
38804,Косово,Kosovo,село,SHU,Шумен,Каспичан,BG333
38813,Костадините,Kostadinite,село,GAB,Габрово,Габрово,BG322
38830,Костанденец,Kostandenets,село,RAZ,Разград,Цар Калоян,BG324
38844,Костандово,Kostandovo,град,PAZ,Пазарджик,Ракитово,BG423
38858,Коста Перчево,Kosta Perchevo,село,VID,Видин,Кула,BG311
38861,Костел,Kostel,село,VTR,Велико Търново,Елена,BG321
38875,Костелево,Kostelevo,село,VRC,Враца,Враца,BG313
38889,Костен,Kosten,село,BGS,Бургас,Сунгурларе,BG341
38892,Костена река,Kostena reka,село,SHU,Шумен,Шумен,BG333
38902,Костенец,Kostenets,град,SFO,София,Костенец,BG412
38916,Костенец,Kostenets,село,SFO,София,Костенец,BG412
38920,Костенковци,Kostenkovtsi,село,GAB,Габрово,Габрово,BG322
38933,Костенци,Kostentsi,село,MON,Монтана,Берковица,BG312
38947,Кости,Kosti,село,BGS,Бургас,Царево,BG341
38950,Костиево,Kostievo,село,PDV,Пловдив,Марица,BG421
38964,Костилково,Kostilkovo,село,HKV,Хасково,Ивайловград,BG422
38978,Костинброд,Kostinbrod,град,SFO,София,Костинброд,BG412
38981,Костино,Kostino,село,KRZ,Кърджали,Кърджали,BG425
38995,Костичовци,Kostichovtsi,село,VID,Видин,Димово,BG311
39001,Костур,Kostur,село,HKV,Хасково,Свиленград,BG422
39013,Костурино,Kosturino,село,KRZ,Кърджали,Кирково,BG425
39027,Костуринци,Kosturintsi,село,PER,Перник,Трън,BG414
39030,Котел,Kotel,град,SLV,Сливен,Котел,BG342
39044,Котеновци,Kotenovtsi,село,MON,Монтана,Берковица,BG312
39058,Котлари,Kotlari,село,KRZ,Кърджали,Крумовград,BG425
39061,Котленци,Kotlentsi,село,DOB,Добрич,Добрич-селска,BG332
39075,Котуци,Kotutsi,село,VTR,Велико Търново,Елена,BG321
39089,Кочан,Kochan,село,BLG,Благоевград,Сатовча,BG413
39092,Кочани,Kochani,село,SML,Смолян,Неделино,BG424
39102,Кочево,Kochevo,село,PDV,Пловдив,Садово,BG421
39116,Кочериново,Kocherinovo,град,KNL,Кюстендил,Кочериново,BG415
39127,Кочмар,Kochmar,село,DOB,Добрич,Тервел,BG332
39133,Кочово,Kochovo,село,SHU,Шумен,Велики Преслав,BG333
39147,Кошава,Koshava,село,VID,Видин,Видин,BG311
39150,Кошарево,Kosharevo,село,PER,Перник,Брезник,BG414
39164,Кошарица,Kosharitsa,село,BGS,Бургас,Несебър,BG341
39178,Кошарна,Kosharna,село,RSE,Русе,Сливо поле,BG323
39181,Кошница,Koshnitsa,село,SML,Смолян,Смолян,BG424
39195,Кошничари,Koshnichari,село,TGV,Търговище,Търговище,BG334
39205,Кошов,Koshov,село,RSE,Русе,Иваново,BG323
39222,Кравино,Kravino,село,SZR,Стара Загора,Опан,BG344
39236,Краводер,Kravoder,село,VRC,Враца,Криводол,BG313
39242,Крагулево,Kragulevo,село,DOB,Добрич,Добрич-селска,BG332
39267,Краево,Kraevo,село,SFO,София,Ботевград,BG412
39270,Краище,Kraishte,село,BLG,Благоевград,Белица,BG413
39284,Краище,Kraishte,село,DOB,Добрич,Генерал Тошево,BG332
39298,Крайгорци,Kraygortsi,село,SHU,Шумен,Върбица,BG333
39311,Крайна,Krayna,село,SML,Смолян,Мадан,BG424
39325,Крайни дол,Krayni dol,село,KNL,Кюстендил,Дупница,BG415
39339,Крайници,Kraynitsi,село,KNL,Кюстендил,Дупница,BG415
39342,Крайно село,Krayno selo,село,KRZ,Кърджали,Кърджали,BG425
39356,Крайново,Kraynovo,село,JAM,Ямбол,Болярово,BG343
39368,Крайполе,Kraypole,село,TGV,Търговище,Антоново,BG334
39373,Кракра,Krakra,село,VAR,Варна,Вълчи дол,BG331
39387,Кралев дол,Kralev dol,село,PER,Перник,Перник,BG414
39390,Кралево,Kralevo,село,TGV,Търговище,Търговище,BG334
39400,Кралево,Kralevo,село,HKV,Хасково,Стамболово,BG422
39428,Крали Марко,Krali Marko,село,PAZ,Пазарджик,Пазарджик,BG423
39431,Крамолин,Kramolin,село,GAB,Габрово,Севлиево,BG322
39445,Кран,Kran,село,KRZ,Кърджали,Кирково,BG425
39459,Кранево,Kranevo,село,DOB,Добрич,Балчик,BG332
39462,Краново,Kranovo,село,SLS,Силистра,Кайнарджа,BG325
39483,Крапец,Krapets,село,VRC,Враца,Мездра,BG313
39493,Крапец,Krapets,село,DOB,Добрич,Шабла,BG332
39503,Крапчене,Krapchene,село,MON,Монтана,Монтана,BG312
39517,Красава,Krasava,село,PER,Перник,Брезник,BG414
39520,Красен,Krasen,село,RSE,Русе,Иваново,BG323
39534,Красен,Krasen,село,DOB,Добрич,Генерал Тошево,BG332
39548,Красен дол,Krasen dol,село,SHU,Шумен,Никола Козлево,BG333
39551,Красимир,Krasimir,село,VAR,Варна,Дългопол,BG331
39565,Красино,Krasino,село,KRZ,Кърджали,Крумовград,BG425
39579,Красново,Krasnovo,село,PDV,Пловдив,Хисаря,BG421
39582,Красно градище,Krasno gradishte,село,VTR,Велико Търново,Сухиндол,BG321
39596,Красноселци,Krasnoseltsi,село,TGV,Търговище,Омуртаг,BG334
39606,Крачимир,Krachimir,село,VID,Видин,Белоградчик,BG311
39614,Кремен,Kremen,село,BLG,Благоевград,Банско,BG413
39623,Кремена,Kremena,село,DOB,Добрич,Балчик,BG332
39637,Кремене,Kremene,село,SML,Смолян,Смолян,BG424
39640,Кременик,Kremenik,село,KNL,Кюстендил,Дупница,BG415
39668,Крепост,Krepost,село,HKV,Хасково,Димитровград,BG422
39671,Крепча,Krepcha,село,TGV,Търговище,Опака,BG334
39685,Креслювци,Kreslyuvtsi,село,GAB,Габрово,Трявна,BG322
39699,Стара Кресна,Stara Kresna,село,BLG,Благоевград,Кресна,BG413
39709,Крета,Kreta,село,VRC,Враца,Мездра,BG313
39712,Крета,Kreta,село,PVN,Плевен,Гулянци,BG314
39726,Крибул,Kribul,село,BLG,Благоевград,Сатовча,BG413
39730,Крива бара,Kriva bara,село,VRC,Враца,Козлодуй,BG313
39743,Крива бара,Kriva bara,село,MON,Монтана,Брусарци,BG312
39757,Крива круша,Kriva krusha,село,SLV,Сливен,Нова Загора,BG342
39760,Крива река,Kriva reka,село,SHU,Шумен,Никола Козлево,BG333
39788,Кривина,Krivina,село,RSE,Русе,Ценово,BG323
39791,Кривина,Krivina,село,SOF,София (столица),Столична,BG411
39801,Кривини,Krivini,село,VAR,Варна,Долни чифлик,BG331
39815,Кривица,Krivitsa,село,RAZ,Разград,Самуил,BG324
39829,Кривня,Krivnya,село,VAR,Варна,Провадия,BG331
39832,Кривня,Krivnya,село,RSE,Русе,Ветово,BG323
39846,Криводол,Krivodol,град,VRC,Враца,Криводол,BG313
39855,Кривонос,Krivonos,село,PER,Перник,Брезник,BG414
39863,Криво поле,Krivo pole,село,HKV,Хасково,Хасково,BG422
39877,Крилатица,Krilatitsa,село,KRZ,Кърджали,Кирково,BG425
39880,Крилювци,Krilyuvtsi,село,VTR,Велико Търново,Елена,BG321
39894,Крин,Krin,село,KRZ,Кърджали,Кърджали,BG425
39918,Крислово,Krislovo,село,PDV,Пловдив,Марица,BG421
39921,Кричим,Krichim,град,PDV,Пловдив,Кричим,BG421
39935,Кромидово,Kromidovo,село,BLG,Благоевград,Петрич,BG413
39949,Крояч,Kroyach,село,RAZ,Разград,Лозница,BG324
39952,Кроячево,Kroyachevo,село,KRZ,Кърджали,Ардино,BG425
39966,Крум,Krum,село,HKV,Хасково,Димитровград,BG422
39970,Крумовград,Krumovgrad,град,KRZ,Кърджали,Крумовград,BG425
39983,Крумово,Krumovo,село,VAR,Варна,Аксаково,BG331
39997,Крумово,Krumovo,село,KNL,Кюстендил,Кочериново,BG415
40004,Крумово,Krumovo,село,PDV,Пловдив,Родопи,BG421
40018,Крумово,Krumovo,село,JAM,Ямбол,Тунджа,BG343
40021,Крумово градище,Krumovo gradishte,село,BGS,Бургас,Карнобат,BG341
40035,Крумчевци,Krumchevtsi,село,VTR,Велико Търново,Елена,BG321
40049,Крупен,Krupen,село,DOB,Добрич,Каварна,BG332
40052,Крупник,Krupnik,село,BLG,Благоевград,Симитли,BG413
40066,Круша,Krusha,село,VAR,Варна,Аврен,BG331
40070,Круша,Krusha,село,SFO,София,Драгоман,BG412
40083,Крушаре,Krushare,село,SLV,Сливен,Сливен,BG342
40097,Крушари,Krushari,село,DOB,Добрич,Крушари,BG332
40110,Крушев дол,Krushev dol,село,SML,Смолян,Мадан,BG424
40124,Крушевец,Krushevets,село,BGS,Бургас,Созопол,BG341
40138,Крушево,Krushevo,село,BLG,Благоевград,Гърмен,BG413
40141,Крушево,Krushevo,село,GAB,Габрово,Севлиево,BG322
40155,Крушево,Krushevo,село,PDV,Пловдив,Първомай,BG421
40169,Крушевска,Krushevska,село,KRZ,Кърджали,Кърджали,BG425
40172,Крушето,Krusheto,село,VTR,Велико Търново,Горна Оряховица,BG321
40186,Крушка,Krushka,село,KRZ,Кърджали,Кърджали,BG425
40195,Крушовене,Krushovene,село,PVN,Плевен,Долна Митрополия,BG314
40200,Крушовица,Krushovitsa,село,VRC,Враца,Мизия,BG313
40213,Крушовица,Krushovitsa,село,PVN,Плевен,Долни Дъбник,BG314
40227,Крушовица,Krushovitsa,село,SFO,София,Елин Пелин,BG412
40230,Крушово,Krushovo,село,BGS,Бургас,Карнобат,BG341
40244,Крушово,Krushovo,село,PDV,Пловдив,Лъки,BG421
40258,Крушолак,Krusholak,село,TGV,Търговище,Антоново,BG334
40261,Крушуна,Krushuna,село,LOV,Ловеч,Летница,BG315
40275,Кръвеник,Kravenik,село,GAB,Габрово,Севлиево,BG322
40292,Крън,Kran,град,SZR,Стара Загора,Казанлък,BG344
40302,Крънджилица,Krandzhilitsa,село,BLG,Благоевград,Петрич,BG413
40316,Крънча,Krancha,село,GAB,Габрово,Дряново,BG322
40326,Кръстатица,Krastatitsa,село,SML,Смолян,Баните,BG424
40333,Кръстевич,Krastevich,село,PDV,Пловдив,Хисаря,BG421
40350,Кръстеняците,Krastenyatsite,село,GAB,Габрово,Трявна,BG322
40364,Кръстец,Krastets,село,GAB,Габрово,Трявна,BG322
40378,Кръстилци,Krastiltsi,село,BLG,Благоевград,Сандански,BG413
40381,Кръстина,Krastina,село,BGS,Бургас,Камено,BG341
40395,Кръшно,Krashno,село,TGV,Търговище,Търговище,BG334
40419,Кубадин,Kubadin,село,BGS,Бургас,Средец,BG341
40422,Кубрат,Kubrat,град,RAZ,Разград,Кубрат,BG324
40436,Кубратово,Kubratovo,село,SOF,София (столица),Столична,BG411
40441,Куделин,Kudelin,село,VID,Видин,Брегово,BG311
40453,Кузьово,Kuzyovo,село,BLG,Благоевград,Белица,BG413
40467,Куклен,Kuklen,град,PDV,Пловдив,Куклен,BG421
40470,Кукля,Kuklya,село,GAB,Габрово,Дряново,BG322
40484,Кукорево,Kukorevo,село,JAM,Ямбол,Тунджа,BG343
40498,Кукувица,Kukuvitsa,село,SML,Смолян,Смолян,BG424
40508,Кукурахцево,Kukurahtsevo,село,BLG,Благоевград,Петрич,BG413
40511,Кукуряк,Kukuryak,село,KRZ,Кърджали,Кирково,BG425
40525,Кула,Kula,град,VID,Видин,Кула,BG311
40539,Кулата,Kulata,село,BLG,Благоевград,Петрич,BG413
40573,Кулина вода,Kulina voda,село,PVN,Плевен,Белене,BG314
40587,Куманите,Kumanite,село,GAB,Габрово,Дряново,BG322
40590,Куманово,Kumanovo,село,VAR,Варна,Аксаково,BG331
40628,Кундево,Kundevo,село,SML,Смолян,Неделино,BG424
40645,Кунино,Kunino,село,VRC,Враца,Роман,BG313
40659,Купен,Kupen,село,GAB,Габрово,Севлиево,BG322
40662,Купен,Kupen,село,SML,Смолян,Мадан,BG424
40676,Купците,Kuptsite,село,KRZ,Кърджали,Джебел,BG425
40693,Курново,Kurnovo,село,VRC,Враца,Роман,BG313
40703,Куртово,Kurtovo,село,PDV,Пловдив,Карлово,BG421
40717,Куртово Конаре,Kurtovo Konare,село,PDV,Пловдив,Стамболийски,BG421
40748,Кутела,Kutela,село,SML,Смолян,Смолян,BG424
40751,Кутловица,Kutlovitsa,село,SLS,Силистра,Алфатар,BG325
40765,Кутугерци,Kutugertsi,село,KNL,Кюстендил,Кюстендил,BG415
40779,Куцаровци,Kutsarovtsi,село,VTR,Велико Търново,Велико Търново,BG321
40782,Куцина,Kutsina,село,VTR,Велико Търново,Полски Тръмбеш,BG321
40796,Куцово,Kutsovo,село,KRZ,Кърджали,Черноочене,BG425
40806,Кушла,Kushla,село,SML,Смолян,Златоград,BG424
40823,Къклица,Kaklitsa,село,KRZ,Кърджали,Крумовград,BG425
40837,Къкрина,Kakrina,село,LOV,Ловеч,Ловеч,BG315
40840,Кълново,Kalnovo,село,SHU,Шумен,Смядово,BG333
40868,Кънчево,Kanchevo,село,SZR,Стара Загора,Казанлък,BG344
40871,Къпинец,Kapinets,село,TGV,Търговище,Антоново,BG334
40885,Къпиново,Kapinovo,село,DOB,Добрич,Генерал Тошево,BG332
40899,Къпиновци,Kapinovtsi,село,RAZ,Разград,Исперих,BG324
40909,Кърджали,Kardzhali,град,KRZ,Кърджали,Кърджали,BG425
40912,Кърналово,Karnalovo,село,BLG,Благоевград,Петрич,BG413
40926,Кърланово,Karlanovo,село,BLG,Благоевград,Сандански,BG413
40939,Кърнаре,Karnare,село,PDV,Пловдив,Карлово,BG421
40943,Кърпачево,Karpachevo,село,LOV,Ловеч,Летница,BG315
40957,Кърпелево,Karpelevo,село,BLG,Благоевград,Струмяни,BG413
40960,Къртипъня,Kartipanya,село,GAB,Габрово,Дряново,BG322
